song_name,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,polarity
Kelsey Hunter - If I Could.mp3,0.27419042587280273,0.12882432341575623,1544.994332405458,2151.0549101809797,3247.685917243131,0.05208081382223942,-197.65396118164062,126.27363586425781,15.571565628051758,22.40543556213379,22.13507080078125,4.21647310256958,9.744946479797363,-6.104258060455322,-0.9023724794387817,-1.6011297702789307,-13.424123764038086,-1.749013900756836,-9.42099380493164,-3.0590014457702637,-12.338985443115234,-3.0851545333862305,-5.559990406036377,-0.6830606460571289,-10.986416816711426,-5.147828578948975,0
"Laufey, Adam Melchor - Love Flew Away.mp3",0.3028547465801239,0.20575080811977386,1661.028807335373,2054.402581804041,3326.885438334462,0.06876148897058823,-107.31844329833984,128.9287567138672,4.17817497253418,13.146330833435059,5.515610694885254,-2.0421478748321533,-3.176541566848755,-2.699563503265381,-18.289390563964844,3.276578664779663,-15.14958667755127,-9.344694137573242,-14.980829238891602,-1.295244574546814,-9.175929069519043,-6.043359279632568,-12.927703857421875,-4.457669258117676,-9.777979850769043,-1.416259765625,1
Leyla McCalla - Fort Dimanche.mp3,0.2779901325702667,0.18572266399860382,1371.9026808230499,1709.4882837600042,2558.309530252274,0.05995718342847007,-151.81455993652344,143.1221923828125,0.714141309261322,19.128765106201172,-8.605132102966309,-4.959997177124023,-9.396743774414062,-6.74553108215332,-10.453818321228027,1.2974516153335571,-3.3301265239715576,-1.979156255722046,-5.191371917724609,-4.511266231536865,-5.506998538970947,-5.138535499572754,-8.462506294250488,-2.603167772293091,-1.7021805047988892,3.79367995262146,0
Lizzy McAlpine - doomsday.mp3,0.3741346001625061,0.1891065090894699,1528.7008840595377,2175.782248798778,3415.2099042485006,0.04511386174535604,-148.04592895507812,117.79053497314453,17.8549861907959,27.07964324951172,14.538888931274414,15.759079933166504,6.546319484710693,2.5778777599334717,-0.49033698439598083,6.125150203704834,-3.9476728439331055,7.011900424957275,-2.643566131591797,2.7978084087371826,-3.909320831298828,0.33180826902389526,-3.612729072570801,-4.170560359954834,-0.8336907625198364,0.739310622215271,0
"Lizzy McAlpine, Jacob Collier - erase me (feat. Jacob Collier).mp3",0.33686554431915283,0.16984759271144867,1722.6695691302784,2357.1907675918374,3881.9320820433436,0.050402063580366356,-166.35104370117188,102.45314025878906,18.71540069580078,28.100067138671875,15.322295188903809,12.347436904907227,8.543728828430176,6.018592834472656,-3.4630377292633057,2.9357097148895264,-3.041518449783325,-2.0678184032440186,-5.717558860778809,1.1847411394119263,-2.1994216442108154,0.01732592284679413,-3.7046287059783936,-0.551471471786499,-5.298644065856934,-1.715138554573059,0
Luke Sital-Singh - Blind Missiles.mp3,0.30893439054489136,0.14500083029270172,1107.0362806193207,1702.3963926366184,2148.3370093000194,0.0368283235374742,-235.29605102539062,132.44166564941406,29.565414428710938,32.197444915771484,31.20833396911621,6.556487560272217,10.673834800720215,-0.24668671190738678,-5.982054233551025,2.933262586593628,-12.681653022766113,-0.3084246814250946,-10.751687049865723,-3.3504576683044434,-3.218096971511841,-4.36012077331543,-8.845146179199219,0.13450273871421814,-6.255274772644043,-1.0026686191558838,0
Luke Winslow-King - Lissa's Song.mp3,0.29219144582748413,0.06882764399051666,1399.6169004607814,2004.1372011769488,3042.2121597148316,0.04244494364357585,-276.4562683105469,105.86418151855469,19.290231704711914,43.56028366088867,20.128128051757812,16.28935432434082,1.5779972076416016,7.156517028808594,-8.583951950073242,1.4539024829864502,-4.578077793121338,-4.495914936065674,-7.383155345916748,-2.443335771560669,-4.559572219848633,-4.572318077087402,-3.2479450702667236,-3.185011625289917,-7.079537391662598,-3.2460646629333496,0
Madison Cunningham - Plain Letters - Reimagined.mp3,0.43992188572883606,0.23559974133968353,878.1326715865197,1637.9253647645724,1680.8953914110875,0.021295411667956655,-220.09310913085938,138.2069854736328,37.982749938964844,37.88096237182617,27.56730079650879,16.167308807373047,18.71887969970703,9.018973350524902,7.491004943847656,7.017833709716797,1.777538776397705,8.86616325378418,-2.0713281631469727,7.70402717590332,-3.537456512451172,4.582063674926758,-3.6029911041259766,-0.15076647698879242,-1.9870723485946655,0.4664665162563324,1
Maia Friedman - Where The Rocks Are.mp3,0.3204982280731201,0.171312615275383,1456.9824587162395,1902.9674342885496,2971.9153625677245,0.053181336268059855,-157.119873046875,135.87771606445312,6.220560550689697,18.33540916442871,8.452377319335938,11.408050537109375,5.59758186340332,4.813520431518555,0.18315699696540833,0.8533245325088501,-9.058609962463379,-1.8065204620361328,-10.930902481079102,4.298823356628418,-5.590915679931641,0.12071884423494339,-0.09977931529283524,2.814147472381592,0.7562235593795776,6.524231433868408,1
Marissa Nadler - Couldn't Have Done The Killing.mp3,0.3631279468536377,0.22978320717811584,1604.3624089707191,2218.537056018994,3553.734066611842,0.0493050684500774,-83.24884796142578,125.95829772949219,10.985339164733887,22.545028686523438,7.1154656410217285,12.902777671813965,2.5472514629364014,10.047181129455566,2.4717538356781006,2.452415943145752,-3.905669927597046,1.746258020401001,-7.265680313110352,0.39301154017448425,-5.393590927124023,1.5450799465179443,-4.423515796661377,1.2854608297348022,-3.8161818981170654,-1.0017826557159424,0
Mary Bragg - The Lonely Persistence of Time.mp3,0.2844817042350769,0.17251469194889069,1496.8551040614884,2047.1598307195245,3261.594166475184,0.046917453761932404,-178.1920928955078,115.55516052246094,20.704450607299805,36.59760665893555,13.015525817871094,10.828678131103516,4.693218231201172,7.7501139640808105,-4.984342575073242,7.666128158569336,-14.034544944763184,-0.23901166021823883,-5.623165607452393,-2.7805142402648926,-8.895543098449707,-5.748080253601074,-3.1741294860839844,-0.3913905620574951,-2.213569402694702,1.6471673250198364,1
"Matt Maltese, Bedouine - Oldest Trick in the Book (feat. Bedouine).mp3",0.36006519198417664,0.24105137586593628,1045.7411576546072,1607.9439240233723,2071.3263638617454,0.039578999774251805,-132.17153930664062,171.66592407226562,13.657278060913086,20.05999183654785,17.05777931213379,8.612521171569824,-0.6817347407341003,3.3825650215148926,-5.047247886657715,8.306670188903809,1.2758290767669678,2.4001379013061523,-4.229798793792725,0.3814023435115814,-5.14804744720459,0.17879842221736908,-3.4878337383270264,1.8426954746246338,-3.2600302696228027,4.266122341156006,0
Maya De Vitry - Dogs Run On.mp3,0.28582271933555603,0.08659277856349945,1412.6779768466104,2095.298657126265,2885.5742179941467,0.04361563447336171,-266.4747314453125,112.70896911621094,28.259124755859375,37.46294403076172,24.982919692993164,11.2792329788208,11.34814167022705,9.35608196258545,-2.052436351776123,8.55643367767334,-12.805384635925293,-7.058390140533447,-14.00424861907959,-3.3137662410736084,-4.998379230499268,-5.437841415405273,-3.8886048793792725,-2.265425205230713,-8.99239730834961,2.5844457149505615,0
Maya Hawke - Blue Hippo.mp3,0.3002355694770813,0.18630090355873108,1217.5614398862879,1735.039587349149,2216.200487827738,0.049966314136674406,-163.28575134277344,158.83778381347656,17.22372817993164,10.8983154296875,5.861242294311523,0.4557313323020935,3.2026612758636475,-1.7122703790664673,5.161509037017822,2.201204538345337,-5.749561786651611,-1.5913469791412354,-3.7644999027252197,-2.271514892578125,-1.273806095123291,-1.344084620475769,0.15855787694454193,-2.595172166824341,-3.7010347843170166,1.6990684270858765,0
Meadowlark - Oxygen.mp3,0.3488004207611084,0.14376407861709595,2061.997626780148,2535.5754139616806,4739.1880094451435,0.06637714964686532,-181.3099822998047,91.64252471923828,11.777351379394531,21.15048599243164,9.421984672546387,1.6592991352081299,6.754553318023682,-2.684722661972046,1.5871022939682007,2.940821409225464,-2.986644983291626,-3.805931806564331,-6.377395153045654,1.5785869359970093,-8.526561737060547,-0.06928781419992447,-2.865424871444702,0.274294376373291,-0.29141831398010254,7.921270370483398,1
Memorial - In The Arms Of December.mp3,0.28745123744010925,0.18770447373390198,1758.8126285093913,2246.2526623281447,3782.2493514778444,0.056328835502128485,-152.53231811523438,110.63873291015625,12.100069046020508,14.750528335571289,4.522827625274658,-1.443448543548584,-17.734882354736328,-5.833438873291016,-13.79645824432373,-2.2609267234802246,-14.901311874389648,-4.777054309844971,-16.48987579345703,-5.874769687652588,-9.016372680664062,-6.356305122375488,-5.083644866943359,-3.924055814743042,-9.112752914428711,0.06361816078424454,1
Michael Hurley - Are You Here For The Festival.mp3,0.31136757135391235,0.14783678948879242,1297.930313696642,1823.3986064928197,2543.856839867937,0.04683569562693499,-196.833740234375,125.30458068847656,5.210030555725098,36.49794006347656,15.219829559326172,13.011470794677734,0.1333964616060257,7.9504313468933105,-6.300490856170654,-1.5757075548171997,-5.650369644165039,-5.840858459472656,-4.370113849639893,-2.2650837898254395,-6.963443756103516,-4.162394046783447,-6.616403579711914,-4.753411293029785,-8.426918029785156,-7.596088886260986,1
Mipso - Every Drop.mp3,0.2985617220401764,0.18541085720062256,1766.1323837005634,2103.6963468737995,3577.4533676289184,0.0746500902992776,-89.2188949584961,121.58305358886719,-8.786575317382812,25.993328094482422,5.635838031768799,2.6853456497192383,-2.0009257793426514,2.2738070487976074,-2.206866979598999,3.5031120777130127,-5.575413227081299,2.5983502864837646,-6.963627338409424,1.974420428276062,-4.438830375671387,-0.08136983215808868,-0.14504943788051605,4.704737663269043,-1.9129024744033813,3.1521317958831787,0
"Molly Tuttle & Golden Highway, Molly Tuttle - She'll Change.mp3",0.3104773163795471,0.21065473556518555,1889.4468305394253,2364.030598123874,3973.481528456366,0.07773208224490454,-76.017333984375,114.26778411865234,10.635897636413574,18.829984664916992,1.8937885761260986,-0.9113787412643433,1.2473210096359253,-3.118764877319336,1.4169424772262573,4.889531135559082,-8.62682056427002,1.2517378330230713,-5.359394073486328,3.878891944885254,-5.836205959320068,1.57481849193573,-3.0758745670318604,1.7655655145645142,-7.758544445037842,-1.8032506704330444,0
Motherfolk - contact.mp3,0.35221779346466064,0.207541823387146,1812.4348337273882,1917.3221932334754,3590.7171763133706,0.08899908390576626,-67.14956665039062,127.25027465820312,-32.34046173095703,7.5946550369262695,-0.8695160746574402,3.743091344833374,-13.709770202636719,2.722276210784912,-8.558650016784668,-0.550926685333252,-9.358345031738281,-0.748964786529541,-5.607388496398926,-2.025940418243408,-8.278310775756836,-2.3903725147247314,-10.88426399230957,-1.5370937585830688,-5.989282131195068,-4.82231330871582,0
Naima Bock - 30 Degrees.mp3,0.3543952703475952,0.1035069078207016,1919.5619854979736,2331.4190358109895,4135.98332360802,0.07107767551922084,-187.88589477539062,107.54913330078125,6.381897926330566,19.979310989379883,2.2865874767303467,10.094133377075195,-2.0710299015045166,2.349914312362671,-5.415045261383057,3.381758689880371,-5.824066638946533,1.4034931659698486,-4.770293712615967,0.6322424411773682,-5.009737968444824,-2.5550899505615234,-6.996894836425781,-0.2027556449174881,-8.381194114685059,-4.108015060424805,0
Nathaniel Rateliff & The Night Sweats - Face Down In The Moment.mp3,0.3977724313735962,0.24363233149051666,1762.306494417718,1930.9852757294848,3618.6642295435854,0.07964577689628483,-60.31472396850586,127.34617614746094,-18.261816024780273,33.64793014526367,1.9757145643234253,11.990792274475098,-2.3602492809295654,1.2128169536590576,-7.311742305755615,-1.510596513748169,-3.453310251235962,3.126168727874756,-3.4758427143096924,4.752902030944824,-3.348820209503174,2.891819953918457,-5.981673240661621,1.698959469795227,-4.834318161010742,0.013578275218605995,0
"Neil Young, Crazy Horse - Song Of The Seasons.mp3",0.38007134199142456,0.06009696051478386,2029.9862234356892,2485.8716620889054,4536.055904423858,0.0838195989744582,-244.44642639160156,90.9311294555664,27.36905288696289,33.21265411376953,13.539056777954102,19.35738182067871,2.965214729309082,8.475327491760254,0.5875239372253418,6.492966651916504,-1.0792948007583618,4.361257553100586,-2.2718708515167236,1.066805124282837,0.7164117693901062,4.653409004211426,-1.9802050590515137,3.9363174438476562,-1.8832316398620605,0.6108700633049011,1
"Nick Murphy, The Program - Old Dog.mp3",0.3190232217311859,0.15957382321357727,1246.3032961149345,1600.6515539240097,2502.1237588888353,0.0469942988502967,-169.32298278808594,147.9304962158203,-1.224403977394104,34.34352493286133,9.259760856628418,3.785579204559326,-3.5907161235809326,3.8961992263793945,-2.5989935398101807,2.1295411586761475,-6.87969446182251,-1.2685141563415527,-5.522408962249756,-8.539088249206543,-9.025602340698242,0.11635328829288483,-8.16183853149414,0.5729889273643494,-4.429402828216553,-2.6976511478424072,0
"Noah Gundersen, Phoebe Bridgers - Atlantis.mp3",0.3199140727519989,0.12909652292728424,1457.0883865613523,1879.172166888299,3149.4198447779604,0.05127620795439886,-190.0924530029297,136.58111572265625,7.3131632804870605,18.964984893798828,16.08614730834961,4.79902458190918,-1.9542174339294434,3.410534143447876,-5.876218318939209,-3.229518175125122,-3.8131086826324463,-0.809614896774292,-9.289685249328613,-5.034886837005615,-7.443325042724609,-5.931615352630615,-4.703832626342773,-0.11123534291982651,-3.879526138305664,0.4856502413749695,1
